Item(s),Item 1,Item 2,Item 3,Item 4,Item 5,Item 6,Item 7,Item 8,Item 9,Item 10,Item 11,Item 12,Item 13,Item 14,Item 15,Item 16,Item 17,Item 18,Item 19,Item 20,Item 21,Item 22,Item 23,Item 24,Item 25,Item 26,Item 27,Item 28,Item 29,Item 30,Item 31,Item 32,count_matches,count_diff,count
6,meat,citrus fruit,berries,root vegetables,whole milk,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
5,frankfurter,rolls/buns,bottled water,fruit/vegetable juice,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
3,tropical fruit,margarine,rum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
8,tropical fruit,root vegetables,herbs,whole milk,butter milk,whipped/sour cream,flour,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
11,citrus fruit,pip fruit,root vegetables,other vegetables,whole milk,cream cheese,domestic eggs,brown bread,margarine,baking powder,waffles,,,,,,,,,,,,,,,,,,,,,,True,0,11
11,hamburger meat,other vegetables,whole milk,curd,yogurt,rolls/buns,pastry,semi-finished bread,margarine,bottled water,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,True,0,11
11,chicken,pip fruit,other vegetables,whole milk,dessert,yogurt,whipped/sour cream,rolls/buns,pasta,soda,waffles,,,,,,,,,,,,,,,,,,,,,,True,0,11
7,chicken,citrus fruit,tropical fruit,root vegetables,whole milk,frozen fish,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
8,frankfurter,citrus fruit,onions,other vegetables,whole milk,rolls/buns,sugar,soda,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
4,turkey,pip fruit,salad dressing,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
10,packaged fruit/vegetables,whole milk,curd,yogurt,domestic eggs,brown bread,mustard,pickled vegetables,bottled water,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,True,0,10
1,pasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,1
6,sausage,whole milk,yogurt,rolls/buns,brown bread,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
5,whole milk,frozen meals,pastry,fruit/vegetable juice,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
3,citrus fruit,sugar,sauces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
1,liquor (appetizer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,1
5,citrus fruit,other vegetables,rolls/buns,salty snack,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
1,sausage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,1
9,chicken,other vegetables,whole milk,vinegar,oil,bottled water,canned beer,napkins,newspapers,,,,,,,,,,,,,,,,,,,,,,,,True,0,9
9,hamburger meat,root vegetables,other vegetables,whole milk,yogurt,whipped/sour cream,specialty cheese,flour,margarine,,,,,,,,,,,,,,,,,,,,,,,,True,0,9
7,sausage,pork,other vegetables,dessert,yogurt,oil,soda,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
6,beef,berries,root vegetables,whole milk,whipped/sour cream,abrasive cleaner,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
4,citrus fruit,packaged fruit/vegetables,yogurt,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
2,uht-milk,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
1,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,1
4,beef,citrus fruit,other vegetables,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
2,sausage,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
13,frankfurter,beef,root vegetables,curd,dessert,yogurt,soft cheese,rolls/buns,mustard,pickled vegetables,canned beer,hygiene articles,napkins,,,,,,,,,,,,,,,,,,,,True,0,13
5,onions,soda,chewing gum,chocolate,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
5,tropical fruit,packaged fruit/vegetables,cream cheese,white bread,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
2,bottled water,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
5,beef,white bread,pastry,pasta,soap,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
9,sausage,chicken,tropical fruit,root vegetables,whole milk,yogurt,candy,abrasive cleaner,cleaner,,,,,,,,,,,,,,,,,,,,,,,,True,0,9
1,hair spray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,1
5,chicken,whole milk,spices,long life bakery product,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
6,pork,citrus fruit,brown bread,pastry,sugar,cat food,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
3,meat,hard cheese,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
4,other vegetables,yogurt,brown bread,instant coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
2,bottled water,cake bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
3,tropical fruit,soda,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
1,photo/film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,1
7,sausage,citrus fruit,yogurt,coffee,soda,canned beer,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
2,grapes,root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
3,domestic eggs,brown bread,photo/film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
3,rolls/buns,canned fish,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
2,tropical fruit,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
1,chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,1
5,frankfurter,other vegetables,yogurt,brown bread,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
11,berries,root vegetables,other vegetables,curd,butter milk,cream cheese,roll products,margarine,misc. beverages,specialty chocolate,detergent,,,,,,,,,,,,,,,,,,,,,,True,0,11
2,margarine,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
5,tropical fruit,yogurt,rolls/buns,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
9,ham,other vegetables,whipped/sour cream,hard cheese,rolls/buns,soda,misc. beverages,chocolate,candy,,,,,,,,,,,,,,,,,,,,,,,,True,0,9
3,hamburger meat,white bread,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
5,yogurt,mayonnaise,rolls/buns,soda,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
2,soda,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
4,sausage,meat,hamburger meat,rubbing alcohol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
8,citrus fruit,pip fruit,beverages,hard cheese,pet care,soda,fruit/vegetable juice,waffles,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
1,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,1
8,frankfurter,other vegetables,whole milk,curd,frozen potato products,zwieback,specialty bar,dish cleaner,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
4,sausage,citrus fruit,whole milk,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
3,salt,salty snack,cookware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
1,oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,1
8,curd,beverages,cream cheese,rolls/buns,pastry,soda,cake bar,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
3,other vegetables,butter,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
1,citrus fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,1
3,frankfurter,whole milk,butter milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
6,root vegetables,whole milk,butter,processed cheese,mayonnaise,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
4,tropical fruit,whole milk,frozen meals,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
3,beef,hamburger meat,pip fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
5,berries,whipped/sour cream,cereals,waffles,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
3,whipped/sour cream,canned beer,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
5,root vegetables,domestic eggs,margarine,chocolate marshmallow,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
2,whole milk,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
1,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,1
2,rolls/buns,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
2,whole milk,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
4,citrus fruit,whole milk,curd,soft cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
2,pastry,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
8,frankfurter,sausage,pork,pip fruit,butter,processed cheese,white bread,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
5,tropical fruit,root vegetables,whole milk,whipped/sour cream,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
7,frankfurter,sausage,root vegetables,yogurt,whipped/sour cream,pastry,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
10,berries,root vegetables,other vegetables,packaged fruit/vegetables,whole milk,curd,curd cheese,cat food,specialty bar,detergent,,,,,,,,,,,,,,,,,,,,,,,True,0,10
5,rolls/buns,brown bread,pastry,coffee,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
7,root vegetables,packaged fruit/vegetables,curd,dessert,frozen vegetables,specialty fat,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
2,berries,white bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
2,berries,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
4,other vegetables,butter milk,frozen meals,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
2,rolls/buns,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
8,ham,citrus fruit,whole milk,whipped/sour cream,rolls/buns,pastry,waffles,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
4,whole milk,frozen dessert,salty snack,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
4,tropical fruit,butter milk,rolls/buns,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
2,butter milk,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
2,bottled beer,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
11,onions,butter,whipped/sour cream,hard cheese,frozen vegetables,pasta,specialty fat,syrup,candy,napkins,cling film/bags,,,,,,,,,,,,,,,,,,,,,,True,0,11
7,hamburger meat,hard cheese,frozen meals,pasta,dog food,salty snack,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
7,sausage,liver loaf,other vegetables,cream cheese,pastry,soap,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
3,hard cheese,pastry,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
4,sausage,tropical fruit,condensed milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
1,hamburger meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,1
4,onions,whole milk,beverages,frozen dessert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
6,yogurt,rolls/buns,pastry,bottled water,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
1,sliced cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,1
3,sausage,whole milk,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
2,yogurt,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
4,domestic eggs,rolls/buns,dish cleaner,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
4,meat,other vegetables,whole milk,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
4,dish cleaner,bathroom cleaner,hygiene articles,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
10,whole milk,butter milk,yogurt,sliced cheese,rolls/buns,sweet spreads,coffee,fruit/vegetable juice,long life bakery product,shopping bags,,,,,,,,,,,,,,,,,,,,,,,True,0,10
4,other vegetables,whole milk,rolls/buns,instant food products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
2,tropical fruit,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
4,baking powder,bottled water,salty snack,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
2,frankfurter,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
6,other vegetables,whole milk,rolls/buns,margarine,bottled water,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
5,citrus fruit,tropical fruit,onions,other vegetables,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
7,sausage,ham,hamburger meat,whole milk,soda,softener,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
4,domestic eggs,rolls/buns,specialty bar,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
7,pork,citrus fruit,tropical fruit,root vegetables,other vegetables,curd,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
6,specialty cheese,frozen vegetables,coffee,soda,fruit/vegetable juice,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
6,pork,citrus fruit,pip fruit,yogurt,fruit/vegetable juice,sparkling wine,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
5,beef,berries,whipped/sour cream,domestic eggs,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
2,other vegetables,pet care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
6,chicken,yogurt,sliced cheese,rolls/buns,chewing gum,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
2,soda,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
4,root vegetables,pastry,bottled water,male cosmetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
1,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,1
4,berries,pet care,cake bar,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
8,citrus fruit,tropical fruit,root vegetables,yogurt,canned vegetables,bottled water,soda,softener,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
4,whole milk,oil,canned fruit,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
2,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
3,tropical fruit,other vegetables,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
1,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,1
4,citrus fruit,uht-milk,cream cheese,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
3,bottled water,canned beer,male cosmetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
6,onions,other vegetables,pastry,bottled water,soda,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
4,dessert,oil,cat food,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
11,beef,other vegetables,whole milk,frozen potato products,rolls/buns,oil,margarine,coffee,dental care,hygiene articles,newspapers,,,,,,,,,,,,,,,,,,,,,,True,0,11
7,rolls/buns,zwieback,bottled water,misc. beverages,bottled beer,canned beer,brandy,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
7,beef,tropical fruit,root vegetables,onions,other vegetables,instant coffee,soda,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
2,coffee,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
3,rolls/buns,brown bread,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
9,pork,beef,hamburger meat,other vegetables,whole milk,frozen vegetables,rolls/buns,margarine,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,True,0,9
6,soda,canned beer,liquor (appetizer),hygiene articles,napkins,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
5,sausage,ham,other vegetables,ice cream,white bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
5,beef,root vegetables,other vegetables,rolls/buns,sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
4,whole milk,butter,bottled water,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
4,pork,ice cream,hygiene articles,house keeping products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
7,berries,packaged fruit/vegetables,whole milk,ice cream,fruit/vegetable juice,salty snack,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
8,sausage,other vegetables,curd,yogurt,whipped/sour cream,frozen vegetables,rolls/buns,roll products,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
3,bottled water,misc. beverages,cling film/bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
8,tropical fruit,other vegetables,packaged fruit/vegetables,whole milk,hard cheese,frozen dessert,rice,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
2,herbs,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
2,yogurt,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
1,instant food products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,1
2,beef,root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
3,whole milk,honey,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
5,frankfurter,rolls/buns,pastry,snack products,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
10,frankfurter,sausage,liver loaf,root vegetables,curd,frozen vegetables,rolls/buns,semi-finished bread,hygiene articles,photo/film,,,,,,,,,,,,,,,,,,,,,,,True,0,10
3,other vegetables,whole milk,cream cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
5,frankfurter,root vegetables,pickled vegetables,soda,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
3,whole milk,rolls/buns,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
3,frankfurter,margarine,dental care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
2,other vegetables,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
2,bottled water,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
8,pork,onions,whole milk,butter,rolls/buns,pastry,rum,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
4,other vegetables,whipped/sour cream,specialty cheese,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
5,hamburger meat,whole milk,curd,pasta,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
3,hamburger meat,citrus fruit,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
4,whole milk,cream cheese,soda,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
14,ham,pip fruit,whole milk,curd,dessert,butter milk,whipped/sour cream,sliced cheese,cream cheese,white bread,coffee,long life bakery product,chocolate,baby cosmetics,,,,,,,,,,,,,,,,,,,True,0,14
2,frankfurter,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
11,sausage,turkey,beef,root vegetables,domestic eggs,rolls/buns,flour,rice,organic products,misc. beverages,napkins,,,,,,,,,,,,,,,,,,,,,,True,0,11
3,bottled water,bottled beer,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
6,meat,other vegetables,hard cheese,frozen meals,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
2,dessert,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
4,other vegetables,packaged fruit/vegetables,uht-milk,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
3,beverages,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
3,ham,mustard,canned fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
4,brown bread,soda,salty snack,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
3,whole milk,cream cheese,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
3,rolls/buns,pastry,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
2,bottled beer,nut snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
2,pet care,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
3,citrus fruit,other vegetables,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
4,pork,other vegetables,frozen vegetables,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
2,other vegetables,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
2,white wine,detergent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
3,whole milk,dessert,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
3,pip fruit,white wine,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
3,sugar,soda,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
6,tropical fruit,pip fruit,rolls/buns,coffee,fruit/vegetable juice,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
10,root vegetables,cream cheese,spread cheese,frozen dessert,white bread,bottled water,soda,misc. beverages,fruit/vegetable juice,bottled beer,,,,,,,,,,,,,,,,,,,,,,,True,0,10
2,whole milk,curd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
5,tropical fruit,other vegetables,yogurt,bottled water,male cosmetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
2,white bread,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
3,brown bread,sugar,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
8,tropical fruit,root vegetables,coffee,bottled water,red/blush wine,candy,house keeping products,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
1,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,1
4,coffee,detergent,hygiene articles,photo/film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
17,pork,beef,berries,packaged fruit/vegetables,whole milk,mayonnaise,frozen fish,frozen potato products,oil,mustard,cat food,coffee,soda,chocolate,dish cleaner,napkins,newspapers,,,,,,,,,,,,,,,,True,0,17
2,other vegetables,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
3,yogurt,bottled water,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
2,bottled water,candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
7,citrus fruit,berries,other vegetables,butter milk,sugar,fruit/vegetable juice,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
5,hamburger meat,root vegetables,other vegetables,whole milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
2,packaged fruit/vegetables,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
2,other vegetables,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
7,whole milk,yogurt,frozen potato products,margarine,bottled water,fruit/vegetable juice,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
2,herbs,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
4,citrus fruit,spread cheese,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
1,female sanitary products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,1
6,tropical fruit,whole milk,beverages,white bread,pasta,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
2,soda,female sanitary products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
4,white bread,bottled water,soda,waffles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
3,coffee,chewing gum,chocolate marshmallow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
9,tropical fruit,root vegetables,whole milk,frozen vegetables,honey,baking powder,coffee,red/blush wine,chocolate marshmallow,,,,,,,,,,,,,,,,,,,,,,,,True,0,9
4,pork,pip fruit,whole milk,butter milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
2,citrus fruit,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
1,frankfurter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,1
11,frankfurter,tropical fruit,pip fruit,curd,uht-milk,hard cheese,domestic eggs,rolls/buns,hygiene articles,napkins,shopping bags,,,,,,,,,,,,,,,,,,,,,,True,0,11
3,yogurt,fruit/vegetable juice,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
7,sausage,whole milk,yogurt,brown bread,cereals,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,7
5,pip fruit,whole milk,curd,pastry,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
2,root vegetables,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
2,onions,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
2,hamburger meat,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,2
4,rolls/buns,soda,snack products,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,4
8,other vegetables,curd,frozen meals,frozen potato products,soda,bottled beer,kitchen towels,candles,,,,,,,,,,,,,,,,,,,,,,,,,True,0,8
5,curd,whipped/sour cream,rolls/buns,zwieback,spices,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,5
3,butter,fruit/vegetable juice,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,3
6,other vegetables,whole milk,yogurt,domestic eggs,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0,6
